-10.34	0	1.0	2.0	-2.0
48.57	0	0.0	1.0	-1.0
49.27	2	0.0	2.0	0.0
-32.40	1	0.0	2.0	-1.0
104.71	2	0.0	0.0	2.0
36.80	0	0.0	2.0	-2.0
127.87	0	0.0	0.0	0.0
20.90	2	0.0	1.0	1.0
113.06	0	0.0	2.0	-2.0
59.66	0	0.0	0.0	0.0
0.97	1	1.0	1.0	0.0
-30.11	1	2.0	1.0	0.0
103.31	0	0.0	0.0	0.0
-27.79	1	0.0	2.0	-1.0
-92.16	0	2.0	2.0	-2.0
82.50	0	0.0	0.0	0.0
-4.66	0	0.0	0.0	0.0
-43.69	2	0.0	0.0	2.0
20.48	0	1.0	1.0	-1.0
24.45	0	0.0	2.0	-2.0
41.30	2	0.0	0.0	2.0
-19.22	2	0.0	0.0	2.0
-123.05	2	2.0	1.0	1.0
-41.59	2	2.0	1.0	1.0
67.83	0	0.0	0.0	0.0
44.10	2	0.0	1.0	1.0
-59.21	2	2.0	2.0	0.0
20.37	0	1.0	1.0	-1.0
48.84	0	0.0	1.0	-1.0
-7.12	1	0.0	0.0	1.0
62.06	2	0.0	0.0	2.0
-12.87	0	2.0	0.0	0.0
56.61	2	0.0	0.0	2.0
-269.70	2	2.0	2.0	0.0
-18.70	0	2.0	1.0	-1.0
22.73	2	0.0	0.0	2.0
-20.95	1	2.0	0.0	1.0
106.94	0	0.0	2.0	-2.0
-109.08	1	2.0	1.0	0.0
31.60	1	0.0	0.0	1.0
55.24	0	0.0	2.0	-2.0
-120.86	1	2.0	2.0	-1.0
58.91	2	0.0	0.0	2.0
88.11	0	0.0	2.0	-2.0
15.84	1	0.0	1.0	0.0
38.49	0	0.0	0.0	0.0
416.70	0	0.0	0.0	0.0
-128.58	2	2.0	1.0	1.0
-8.26	1	0.0	1.0	0.0
-94.34	0	2.0	2.0	-2.0
40.39	0	0.0	2.0	-2.0
-85.80	1	0.0	2.0	-1.0
-11.04	2	0.0	0.0	2.0
-9.54	0	1.0	0.0	0.0
50.82	0	0.0	0.0	0.0
214.84	0	0.0	2.0	-2.0
26.69	0	1.0	0.0	0.0
300.51	1	0.0	0.0	1.0
2.52	2	0.0	1.0	1.0
12.50	2	2.0	2.0	0.0
-7.93	2	2.0	2.0	0.0
-4.25	2	0.0	1.0	1.0
100.90	0	0.0	1.0	-1.0
2.94	1	0.0	0.0	1.0
-76.90	0	2.0	2.0	-2.0
20.09	1	0.0	2.0	-1.0
16.90	2	0.0	0.0	2.0
-20.10	0	0.0	0.0	0.0
52.46	2	0.0	1.0	1.0
336.51	0	0.0	0.0	0.0
-66.22	0	0.0	2.0	-2.0
30.20	0	0.0	0.0	0.0
-2.37	2	2.0	0.0	2.0
118.20	0	0.0	0.0	0.0
-17.89	1	2.0	2.0	-1.0
-83.40	2	2.0	1.0	1.0
10.92	0	0.0	0.0	0.0
-6.31	0	2.0	2.0	-2.0
-13.84	2	2.0	0.0	2.0
20.66	0	0.0	0.0	0.0
41.92	0	0.0	1.0	-1.0
309.27	0	0.0	0.0	0.0
0.28	0	0.0	1.0	-1.0
1.41	2	0.0	2.0	0.0
144.75	0	0.0	1.0	-1.0
22.71	0	0.0	0.0	0.0
-5.97	0	2.0	1.0	-1.0
33.21	2	0.0	1.0	1.0
8.15	0	0.0	0.0	0.0
179.74	1	0.0	0.0	1.0
166.80	0	0.0	0.0	0.0
-41.69	0	2.0	0.0	0.0
-26.97	1	2.0	2.0	-1.0
-13.60	1	0.0	2.0	-1.0
157.30	0	0.0	0.0	0.0
-5.66	0	0.0	2.0	-2.0
123.70	1	0.0	0.0	1.0
67.35	2	0.0	0.0	2.0
-6.02	2	2.0	1.0	1.0
-7.18	1	0.0	2.0	-1.0
3.11	1	0.0	0.0	1.0
-18.06	2	2.0	0.0	2.0
31.50	0	0.0	1.0	-1.0
13.78	0	0.0	2.0	-2.0
20.85	2	0.0	0.0	2.0
-194.71	2	2.0	2.0	0.0
-21.90	1	0.0	2.0	-1.0
4.14	0	0.0	0.0	0.0
21.00	2	0.0	2.0	0.0
-58.15	0	2.0	2.0	-2.0
142.41	0	0.0	0.0	0.0
-143.03	2	2.0	2.0	0.0
28.33	1	0.0	2.0	-1.0
60.83	1	0.0	2.0	-1.0
33.60	1	0.0	0.0	1.0
-0.42	1	0.0	0.0	1.0
6.40	0	0.0	2.0	-2.0
77.87	1	0.0	0.0	1.0
-242.21	2	2.0	0.0	2.0
16.55	0	0.0	2.0	-2.0
148.01	2	0.0	1.0	1.0
16.95	1	0.0	1.0	0.0
30.56	2	0.0	0.0	2.0
25.75	0	0.0	1.0	-1.0
54.29	0	0.0	0.0	0.0
8.30	2	0.0	0.0	2.0
24.80	0	0.0	2.0	-2.0
-22.18	0	0.0	1.0	-1.0
1.90	2	0.0	2.0	0.0
49.85	1	0.0	0.0	1.0
46.88	0	0.0	1.0	-1.0
86.81	1	0.0	1.0	0.0
-15.09	0	0.0	0.0	0.0
53.61	2	0.0	0.0	2.0
-21.85	0	0.0	2.0	-2.0
8.79	0	0.0	2.0	-2.0
-37.25	0	0.0	2.0	-2.0
-15.19	1	0.0	2.0	-1.0
4.35	2	0.0	1.0	1.0
-87.29	2	2.0	2.0	0.0
26.99	1	0.0	1.0	0.0
107.72	2	0.0	0.0	2.0
-11.55	0	0.0	1.0	-1.0
-50.95	1	2.0	2.0	-1.0
-12.35	2	2.0	1.0	1.0
-39.10	2	2.0	2.0	0.0
-96.91	0	2.0	0.0	0.0
48.87	0	0.0	2.0	-2.0
47.83	0	0.0	0.0	0.0
-77.48	2	2.0	1.0	1.0
-56.77	0	0.0	2.0	-2.0
-51.05	1	0.0	0.0	1.0
0.00	2	0.0	0.0	2.0
